ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
501,Cannon County Senior Center,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=501,cannoncountyseniorcenter,"To promote independence, wellness and activities to enrich the lives of Cannon County seniors",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/501?thumbnail=1&maxWidth=290&maxHeight=164
2772,Cannon County Services and Violence Education/SAVE,Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=2772,save,Cannon County SAVE is a not for profit agency committed to stopping the cycle of domestic violence in our community. We strive to eliminate barriers victims confront in seeking services for domestic violence and work to assist them in taking their lives back.,FALSE,
4181,Cannon County Substance Abuse Coalition,Community Improvement,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4181,CCSAPC,"The mission of the CANNON COUNTY SUBSTANCE ABUSE PREEVENTION COALITION is to engage, organize and empower diverse elements of Cannon County in a united and comprehensive substance abuse prevention effort designed to strengthen the community, build character and resiliency that results in the prevention of substance abuse for adults, children and youths.
",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4181?thumbnail=1&maxWidth=290&maxHeight=164
2773,"Cannon County Youth Dream, Inc",Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2773,dream,"Because we believe children deserve every opportunity to develop their talents and abilities, we have accepted the challenge and responsibility to  provide support to Develop, Reach and Encourage our young people, of all ages and circumstances to Achieve the full potential, Motivating them to aspire to higher goals for themselves and their community.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2773?thumbnail=1&maxWidth=290&maxHeight=164
1032,Caregiver Relief Program of Bedford County,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1032,caregiverreliefbedordco,Caregiver Relief Program offers free support to families impacted by Alzheimer's Disease.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1032?thumbnail=1&maxWidth=290&maxHeight=164
256,CareNet Pregnancy Medical Center,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=256,carenet,CareNet Pregnancy Medical Center empowers individuals to make an informed choice about their pregnancy and sexual health.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/256?thumbnail=1&maxWidth=290&maxHeight=164
749,Carl & Lovie Mae Smith Emergency Animal Rescue & Survival Service/Lovie's Legacy,Animals,FALSE,index.php?section=organizations&action=newDonation_org&fwID=749,LoviesLegacy,Our mission is to end animal suffering through the financial support of animal welfare needs.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/749?thumbnail=1&maxWidth=290&maxHeight=164
766,"Carpe Artista, Inc.",Arts & Culture,TRUE,index.php?section=organizations&action=newDonation_org&fwID=766,carpeartista,"Carpe Artista is a Smyrna, TN based non-profit organization that promotes positive culture by developing arts communities and creatives.      We do this by providing training, leadership development and community engagement opportunities that help artists of all genres reach their full potential in our core values of character, calling, craft and community. We also create and manage arts related classes, events, performances, exhibits and camps for local residents of all ages, interests and skill levels.      Through our Carpe Academy program, we teach art skills in private, class and camp settings. An advanced career and mentoring program for high-potential creatives called Carpe Studio is currently in development. It will provide instruction in business, marketing, leadership, character and citizenship to High Schoolers and young adults wishing to pursue careers in the arts.      To ensure the positive affect of our work, we use the following four core values to direct our actions and the design and delivery of our programs:      - Character - showing morality and compassion to everyone in every way   - Calling - using our creativity to positively change our world   - Craft - pushing our creativity, commitment, and competence to reach artistic excellence   - Community - positively serving, teaching, leading and entertaining our local communities and regions      We also operate Carpe Cafe, our ""coffee and more"" cafe/performance space located in the Historic Depot District of Smyrna. The cafe acts as a hub for the organization, local artists and the citizens of Smyrna. It is the cornerstone of our community development efforts.       Carpe Artista generates a portion of its operating capital through instruction and event fees. The remainder comes from individual and corporate donations, grants and fund raising activities. The Cafe operates as a separate and self-sustaining business.  The Carpe Artista Art Academy is our programming arm for our creative lessons. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/766?thumbnail=1&maxWidth=290&maxHeight=164
3942,Carrie Mae Williams Center,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3942,CarrieMaeWilliams,"To prevent & mitigate the lifelong impact of childhood adversity & poverty, revitalize & empower cultural distinction & re-establish balanced & thriving communities. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3942?thumbnail=1&maxWidth=290&maxHeight=164
2775,CASA of Cannon County Tennessee,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=2775,CASACannon,"The mission of CASA of Cannon County Tennessee is to recruit, train, and support volunteers to represent, advocate for, and promote the best interest of abused and neglected children in Cannon County.  We believe that all children should have someone to speak for their voice and have a safe and stable home environment.  CASA of Cannon County works in the court system, through trained community volunteers, in collaboration with key agencies, legal counsel and community resources to serve as the child's advocate and represent the child in juvenile court.  We are a 501(c)(3) non-profit organization.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/2775?thumbnail=1&maxWidth=290&maxHeight=164
887,CASA of the Highland Rim,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=887,casaofhighlandrim,To train and empower court appointed volunteer advocates that assist juvenile court in providing for the 'best interest' of the abused and neglected children in Counties we serve. ,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/887?thumbnail=1&maxWidth=290&maxHeight=164
123,"CASA of Maury County, Inc",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=123,CASAofMauryCounty," CASA of Maury County, Inc. has a mission to support children at risk of or being placed in the foster care system by providing them with a court-appointed volunteer advocate who champions for their best interest until the child is in a safe, permanent home.

The Goal of the Tennessee CASA network is to provide a Court Appointed Special Advocate (CASA) for all abused and neglected children in the state who need one by 2023.  Although each CASA in the State of Tennessee are independent nonprofits, we are all striving to provide more CASAs to advocate for the children in need of advocacy as outlined in Section 37 of the Tennessee Annotated Code.  ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/123?thumbnail=1&maxWidth=290&maxHeight=164
1352,CASA of Robertson County,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1352,casaofrobco,"The mission of the CASA of Robertson County is to provide court appointed volunteer advocates to abused and neglected children.  The program's goal is a safe, permanent, loving home for every child it serves.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1352?thumbnail=1&maxWidth=290&maxHeight=164
122,"CASA Of Rutherford County, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=122,casaofrutherfordcounty,"The mission of CASA of Rutherford County is to provide trained volunteer advocates to represent and promote the best interests of abused, neglected, or dependent children brought before the juvenile court.  These advocates will work to ensure that the court recognizes the rights of these children to safe, permanent, and loving homes.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/122?thumbnail=1&maxWidth=290&maxHeight=164
